Manufacturer,Model,Model Year,Battery Capacity kWh,Charging Rate Level 2 (kW),Charging Rate DC Fast (kW),Plug Type,Autocharge Support,Emergency Release Location,Plug Type Source,Autocharge Support Source,Emergency Release Location Source,Region,Vehicle Type
Honda,Accord,2023,,,,Type 2 (AC only),Nein,Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Honda,CR-V AWD,2023,,,,Type 2 (AC only),Nein,Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Honda,CR-V FWD,2023,,,,Type 2 (AC only),Nein,Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Hyundai,Elantra Hybrid/Hybrid Blue,2023,,,,Type 2 (AC only),Nein,Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs),IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Hyundai,Kona Electric,2023,64.0,7.2,75.0,Type 2 + CCS2,Nein,Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs),IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Hyundai,Nexo,2023,,,,Type 2 (AC only),Nein,Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs),IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Hyundai,Nexo Blue,2023,,,,Type 2 (AC only),Nein,Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs),IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Hyundai,Santa Fe Hybrid/Hybrid Blue,2023,,,,Type 2 (AC only),Nein,Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs),IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Hyundai,Santa Fe Plug-in Hybrid,2023,13.0,3.3,,Type 2 (AC only),Nein,Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs),IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Hyundai,Sonata Hybrid/Hybrid Blue,2023,,,,Type 2 (AC only),Nein,Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs),IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Hyundai,Tucson Hybrid/Hybrid Blue,2023,,,,Type 2 (AC only),Nein,Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs),IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Hyundai,Tucson Plug-in Hybrid,2023,13.0,7.2,,Type 2 (AC only),Nein,Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs),IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Jaguar,F-PACE P340/P400 MHEV,2023,,,,Type 2 (AC only),Nein,Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Jaguar,I-PACE EV400,2023,86.0,7.0,100.0,Type 2 + CCS2,Nein,Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Jeep,Grand Cherokee 4xe,2023,17.0,7.7,,Type 2 (AC only),Nein,Betriebsanleitung konsultieren (4xe Modelle),IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Jeep,Wagoneer 2WD,2023,,,,Type 2 (AC only),Nein,Betriebsanleitung konsultieren (4xe Modelle),IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Jeep,Wagoneer 4WD,2023,,,,Type 2 (AC only),Nein,Betriebsanleitung konsultieren (4xe Modelle),IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Jeep,Wrangler 2dr 4x4,2023,,,,Type 2 (AC only),Nein,Betriebsanleitung konsultieren (4xe Modelle),IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Jeep,Wrangler 4dr 4x4,2023,,,,Type 2 (AC only),Nein,Betriebsanleitung konsultieren (4xe Modelle),IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Jeep,Wrangler 4dr 4xe,2023,17.0,7.7,,Type 2 (AC only),Nein,Betriebsanleitung konsultieren (4xe Modelle),IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Kia,Niro Electric,2023,64.0,7.2,75.0,Type 2 + CCS2,Nein,Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs),IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Kia,NIro/Niro FE,2023,64.8,11.0,100.0,Type 2 (AC only),Nein,Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs),IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU | Manufacturer technical specification (training data cross-reference),Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Kia,Niro Plug-in Hybrid,2023,11.0,3.3,100.0,Type 2 (AC only),Nein,Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs),IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Kia,Sorento Hybrid AWD,2023,,,,Type 2 (AC only),Nein,Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs),IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Kia,Sorento Hybrid FWD,2023,,,,Type 2 (AC only),Nein,Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs),IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Kia,Sorento Plug-in Hybrid,2023,13.0,7.2,,Type 2 (AC only),Nein,Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs),IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Kia,Sportage Hybrid AWD,2023,,,,Type 2 (AC only),Nein,Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs),IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Kia,Sportage Hybrid FWD,2023,,,,Type 2 (AC only),Nein,Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs),IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Kia,Sportage Plug-in Hybrid,2023,14.0,7.2,,Type 2 (AC only),Nein,Kofferraum rechts: Kunststoffkappe abziehen (ähnlich E-GMP BEVs),IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU + US,PHEV
Land Rover,Defender 90/110/130 MHEV,2023,,,,Type 2 (AC only),Nein,Kofferraum oder Motorraum: Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Land Rover,Discovery MHEV,2023,,,,Type 2 (AC only),Nein,Kofferraum oder Motorraum: Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Land Rover,New Range Rover LWB MHEV,2023,,,,Type 2 (AC only),Nein,Kofferraum oder Motorraum: Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Land Rover,New Range Rover MHEV,2023,,,,Type 2 (AC only),Nein,Kofferraum oder Motorraum: Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Land Rover,New Range Rover Sport MHEV,2023,,,,Type 2 (AC only),Nein,Kofferraum oder Motorraum: Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Land Rover,New Range Rover/Sport P440 PHEV,2023,38.0,7.4,,Type 2 (AC only),Nein,Kofferraum oder Motorraum: Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU + US,PHEV
Land Rover,Range Rover Evoque MHEV,2023,,,,Type 2 (AC only),Nein,Kofferraum oder Motorraum: Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Land Rover,Range Rover Velar MHEV,2023,,,,Type 2 (AC only),Nein,Kofferraum oder Motorraum: Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Lexus,ES 300h,2023,,,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Lexus,LC 500h,2023,,,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Lexus,LS 500h,2023,,,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Lexus,LS 500h AWD,2023,,,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Lexus,NX 350h AWD,2023,,,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Lexus,NX 450h+ AWD,2023,18.0,6.6,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU + US,PHEV
Lexus,RX 350h AWD,2023,,,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Lexus,RX 500h AWD,2023,,,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Lexus,"RZ 450e AWD (18""/20"" Wheels)",2023,71.0,6.6,150.0,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU + US,PHEV
Lexus,UX 250h,2023,,,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Lexus,UX 250h AWD,2023,,,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Lordstown,Endurance,2023,109.0,,,Type 2 (AC only),Nein,Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU + US,PHEV
Maserati,Grecale Modena/GT,2023,,,,Type 2 (AC only),Nein,Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Mazda,MX-30,2023,35.0,11.0,50.0,Type 2 (AC only),Nein,Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
McLaren,Artura,2023,10.0,,,Type 2 (AC only),Nein,Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU + US,PHEV
Mercedes-Benz,AMG C 43 4MATIC,2023,,,,Type 2 (AC only),Nein,"Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Mercedes-Benz,AMG E53 4MATIC+,2023,,,,Type 2 (AC only),Nein,"Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Mercedes-Benz,AMG GLE 53 4MATIC+,2023,,,,Type 2 (AC only),Nein,"Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Mercedes-Benz,AMG GLE 63 S 4MATIC+,2023,,,,Type 2 (AC only),Nein,"Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Mercedes-Benz,AMG GLS 63 4MATIC+,2023,,,,Type 2 (AC only),Nein,"Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Mercedes-Benz,AMG GT 43 4MATIC+,2023,,,,Type 2 (AC only),Nein,"Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Mercedes-Benz,AMG GT 53 4MATIC+,2023,,,,Type 2 (AC only),Nein,"Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Mercedes-Benz,AMG SL 43,2023,,,,Type 2 (AC only),Nein,"Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Mercedes-Benz,C 300,2023,,,,Type 2 (AC only),Nein,"Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Mercedes-Benz,C 300 4MATIC,2023,,,,Type 2 (AC only),Nein,"Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Mercedes-Benz,CLS 450 4MATIC,2023,,,,Type 2 (AC only),Nein,"Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Mercedes-Benz,E 450 4MATIC,2023,,,,Type 2 (AC only),Nein,"Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Mercedes-Benz,E 450 Coupe/Convertible,2023,,,,Type 2 (AC only),Nein,"Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Mercedes-Benz,EQS 450 4MATIC,2023,111.0,9.6,200.0,Type 2 + CCS2,Nein,"Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Mercedes-Benz,EQS 450 4MATIC (SUV),2023,111.0,9.6,200.0,Type 2 + CCS2,Nein,"Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU + US,PHEV
Mercedes-Benz,EQS 450+ (SUV),2023,111.0,9.6,200.0,Type 2 + CCS2,Nein,"Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU + US,PHEV
Mercedes-Benz,EQS 580 4MATIC (SUV),2023,111.0,9.6,200.0,Type 2 + CCS2,Nein,"Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU + US,PHEV
Mercedes-Benz,GLC 300,2023,,,,Type 2 (AC only),Nein,"Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
