# EV CHARGING DATABASE — EU+US 2024/2025
# Format: Region|Type|Model|Year|Battery(kWh)|AC_kW|DC_kW|Plug|Autocharge:Y/N/P/?|Emergency:…
# Autocharge: Y=yes N=no P=partial ?=unknown | Type: BEV=Battery Electric PHEV=Plug-in Hybrid | '-'=data unavailable

## ABARTH
EU|PHEV|Taycan 4S Perf Battery|2021|93.4kWh|AC:11kW|DC:270kW|Type 2 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel
EU|PHEV|Taycan 4S Perf Battery Plus|2021|93.4kWh|AC:11kW|DC:270kW|Type 2 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel
EU|PHEV|Taycan Perf Battery|2021|93.4kWh|AC:11kW|DC:270kW|Type 2 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel
EU|PHEV|Taycan Perf Battery Plus|2021|93.4kWh|AC:11kW|DC:270kW|Type 2 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel
EU|PHEV|Taycan Turbo|2021|105kWh|AC:22kW|DC:320kW|Type 2 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel
EU|PHEV|Taycan Turbo S|2021|105kWh|AC:22kW|DC:320kW|Type 2 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel
EU|PHEV|Cayenne e-Hybrid|2020|25.9kWh|AC:7.2kW|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel
EU|PHEV|Cayenne e-Hybrid Coupe|2020|25.9kWh|AC:7.2kW|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel
EU|PHEV|Cayenne Turbo S e-Hybrid|2020|25.9kWh|AC:7.2kW|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel
EU|PHEV|Cayenne Turbo S e-Hybrid Coupe|2020|25.9kWh|AC:7.2kW|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel
EU|PHEV|Panamera 4 e-Hybrid|2020|25.9kWh|AC:7.2kW|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel
EU|PHEV|Panamera 4 e-Hybrid Executive|2020|25.9kWh|AC:7.2kW|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel
EU|PHEV|Panamera 4 e-Hybrid ST|2020|25.9kWh|AC:7.2kW|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel
EU|PHEV|Panamera Turbo S e-Hybrid|2020|25.9kWh|AC:7.2kW|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel
EU|PHEV|Panamera Turbo S e-Hybrid Executive|2020|25.9kWh|AC:7.2kW|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel
EU|PHEV|Panamera Turbo S e-Hybrid ST|2020|25.9kWh|AC:7.2kW|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel
EU|PHEV|Taycan 4S Perf Battery Plus|2020|93.4kWh|AC:11kW|DC:270kW|Type 2 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel
EU|PHEV|Taycan Turbo|2020|105kWh|AC:22kW|DC:320kW|Type 2 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel
EU|PHEV|Taycan Turbo S|2020|105kWh|AC:22kW|DC:320kW|Type 2 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel
EU + US|BEV|Macan Electric|2024|100kWh|AC:11kW|DC:270kW|Type 2 + CCS2|Autocharge:Y|Emergency:Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel
EU + US|BEV|Taycan Turbo|2024|105kWh|AC:22kW|DC:270kW|Type 2 + CCS2|Autocharge:Y|Emergency:Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel
EU + US|BEV|Taycan 4 Cross Turismo|2024|93.4kWh|AC:22kW|DC:270kW|Type 2 + CCS2|Autocharge:Y|Emergency:Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel
EU + US|BEV|Taycan GTS|2024|93.4kWh|AC:22kW|DC:270kW|Type 2 + CCS2|Autocharge:Y|Emergency:Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel
EU + US|BEV|Taycan 4S Cross Turismo|2024|93.4kWh|AC:22kW|DC:270kW|Type 2 + CCS2|Autocharge:Y|Emergency:Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel
EU + US|BEV|Taycan Turbo Cross Turismo|2024|105kWh|AC:22kW|DC:270kW|Type 2 + CCS2|Autocharge:Y|Emergency:Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel
EU + US|BEV|Taycan Turbo S Cross Turismo|2024|105kWh|AC:22kW|DC:270kW|Type 2 + CCS2|Autocharge:Y|Emergency:Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel
EU + US|BEV|Taycan Turbo S|2024|105kWh|AC:22kW|DC:270kW|Type 2 + CCS2|Autocharge:Y|Emergency:Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel
US|BEV|Macan 4/4S/Turbo Electric|2025|140.1kWh|AC:11kW|DC:270kW|CCS1 + J1772|Autocharge:Y|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Taycan 4/4S|2025|109.7kWh|AC:11kW|DC:270kW|CCS1 + J1772|Autocharge:Y|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Taycan Perf Battery/Battery Plus|2025|122.4kWh|AC:11kW|DC:270kW|CCS1 + J1772|Autocharge:Y|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Taycan Turbo/Turbo S|2025|109.7kWh|AC:11kW|DC:270kW|CCS1 + J1772|Autocharge:Y|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Taycan 4S Perf Battery/Plus|2024|109kWh|AC:11kW|DC:270kW|CCS1 + J1772|Autocharge:Y|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Taycan Cross Turismo|2024|109kWh|AC:11kW|DC:270kW|CCS1 + J1772|Autocharge:Y|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Taycan GTS Sport Turismo|2024|109kWh|AC:11kW|DC:270kW|CCS1 + J1772|Autocharge:Y|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Taycan Perf Battery/Plus|2024|109kWh|AC:11kW|DC:270kW|CCS1 + J1772|Autocharge:Y|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Taycan Turbo/Turbo S|2024|109kWh|AC:11kW|DC:270kW|CCS1 + J1772|Autocharge:Y|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Cayenne Turbo S e-Hybrid/Coupe|2023|17kWh|AC:7.2kW|DC:270kW|J1772 (AC only)|Autocharge:Y|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera 4/4S E-Hybrid|2023|18kWh|AC:-|DC:-|J1772 (AC only)|Autocharge:Y|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera Turbo S E-Hybrid|2023|17kWh|AC:7.2kW|DC:-|J1772 (AC only)|Autocharge:Y|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Taycan AWD|2023|109kWh|AC:11kW|DC:270kW|CCS1 + J1772|Autocharge:Y|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Taycan Cross Turismo|2023|109kWh|AC:11kW|DC:270kW|CCS1 + J1772|Autocharge:Y|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Taycan GTS Sport Turismo|2023|109kWh|AC:11kW|DC:270kW|CCS1 + J1772|Autocharge:Y|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Taycan Perf Battery/Battery Plus|2023|109kWh|AC:11kW|DC:270kW|CCS1 + J1772|Autocharge:Y|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Cayenne Turbo S/Coupe e-Hybrid|2022|25.9kWh|AC:7.2kW|DC:270kW|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Cayenne/Coupe/Platinum e-Hybrid|2022|25.9kWh|AC:7.2kW|DC:270kW|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera 4 E-Hybrid Executive|2022|25.9kWh|AC:7.2kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera 4S E-Hybrid Executive|2022|-|AC:-|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera Turbo S E-Hybrid Executive/ST|2022|25.9kWh|AC:7.2kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Taycan 4S Perf Battery|2022|93.4kWh|AC:11kW|DC:270kW|CCS1 + J1772|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Taycan 4S Perf Battery Plus|2022|93.4kWh|AC:11kW|DC:270kW|CCS1 + J1772|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Taycan GTS ST|2022|93.4kWh|AC:11kW|DC:270kW|CCS1 + J1772|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Taycan Perf Battery|2022|93.4kWh|AC:11kW|DC:270kW|CCS1 + J1772|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Taycan Perf Battery Plus|2022|93.4kWh|AC:11kW|DC:270kW|CCS1 + J1772|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Cayenne Turbo S e-Hybrid|2021|25.9kWh|AC:7.2kW|DC:270kW|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Cayenne Turbo S e-Hybrid Coupe|2021|25.9kWh|AC:7.2kW|DC:270kW|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Cayenne e-Hybrid|2021|25.9kWh|AC:7.2kW|DC:270kW|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Cayenne e-Hybrid Coupe|2021|25.9kWh|AC:7.2kW|DC:270kW|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera 4 E-Hybrid|2021|25.9kWh|AC:7.2kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera 4 E-Hybrid Executive|2021|25.9kWh|AC:7.2kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera 4 E-Hybrid ST|2021|25.9kWh|AC:7.2kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera 4S E-Hybrid|2021|-|AC:-|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera 4S E-Hybrid Executive|2021|-|AC:-|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera 4S E-Hybrid ST|2021|-|AC:-|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera Turbo S E-Hybrid|2021|25.9kWh|AC:7.2kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera Turbo S E-Hybrid Executive|2021|25.9kWh|AC:7.2kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera Turbo S E-Hybrid ST|2021|25.9kWh|AC:7.2kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Taycan 4S Perf Battery|2021|93.4kWh|AC:11kW|DC:270kW|CCS1 + J1772|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Taycan 4S Perf Battery Plus|2021|93.4kWh|AC:11kW|DC:270kW|CCS1 + J1772|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Taycan Perf Battery|2021|93.4kWh|AC:11kW|DC:270kW|CCS1 + J1772|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Taycan Perf Battery Plus|2021|93.4kWh|AC:11kW|DC:270kW|CCS1 + J1772|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
